employee_id,department,region,education,gender,recruitment_channel,Training_Time,age,Prformance_Rating,Years_at_company,Working_Hours,Flexible_Timings,Workload_level,Monthly_Income,Work_Satisfaction,Percent_salary_hike,companies_worked,Marital_Status,Stress_status,Results
5235,HR,region_4,Bachelor's,f,sourcing,1,29,5.0,1,10,Yes,High,25000,No,30,3,Yes,No,0
78246,Finance,region_27,Bachelor's,m,other,1,28,4.0,4,7,No,High,45000,Yes,25,2,No,Yes,1
7200,Technology,region_8,Bachelor's,f,sourcing,1,27,3.0,5,6,Yes,High,18000,No,21,3,Yes,No,0
11286,Sales & Marketing,region_2,,m,other,2,50,1.0,23,8,No,Low,60000,Yes,19,4,Yes,No,0
52279,Finance,region_2,Bachelor's,m,sourcing,1,26,,1,9,Yes,High,89000,Yes,20,1,Yes,Yes,1
38200,Operations,region_23,Bachelor's,m,sourcing,1,31,3.0,3,6,Yes,High,23000,Yes,25,3,Yes,No,0
3946,Technology,region_23,Bachelor's,m,other,4,32,5.0,6,8,No,Low,45000,No,30,4,No,No,0
60773,Analytics,region_10,,m,sourcing,1,28,5.0,3,9,Yes,High,39000,Yes,25,3,Yes,Yes,1
65470,Finance,region_2,Master's & above,m,other,4,58,3.0,2,8,Yes,Low,40000,Yes,30,4,Yes,Yes,1
5488,Technology,region_10,Master's & above,f,sourcing,1,30,1.0,3,9,No,Low,45000,Yes,525,2,No,Yes,1
10925,Procurement,region_7,Bachelor's,f,other,2,36,5.0,4,7,Yes,Low,56000,No,10,3,Yes,Yes,1
55284,Sales & Marketing,region_33,Bachelor's,m,other,1,37,1.0,8,8,Yes,Low,34000,Yes,8,4,Yes,No,0
17456,Technology,region_14,Bachelor's,m,other,1,37,3.0,8,9,Yes,Low,45000,No,12,3,Yes,Yes,1
36233,Sales & Marketing,region_7,,m,sourcing,1,25,3.0,2,10,Yes,Low,57000,Yes,15,2,Yes,No,0
53818,Procurement,region_17,Bachelor's,m,sourcing,1,53,2.0,16,7,Yes,Low,76000,Yes,26,4,Yes,No,0
34075,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,30,2.0,3,8,Yes,Low,87000,No,30,2,Yes,Yes,1
47841,Procurement,region_2,Bachelor's,m,other,1,31,2.0,7,8,No,Low,43000,No,19,4,No,No,0
45662,Operations,region_30,Bachelor's,m,other,1,27,,1,7,Yes,High,87000,Yes,15,4,Yes,Yes,1
69614,Analytics,region_7,Bachelor's,m,other,1,33,4.0,3,5,Yes,Low,43000,Yes,20,3,Yes,Yes,1
20065,Sales & Marketing,region_5,Master's & above,m,sourcing,1,39,4.0,2,7,No,High,45000,No,30,2,Yes,No,0
66179,Analytics,region_28,Master's & above,m,other,2,35,3.0,6,7,No,Low,34000,Yes,25,3,No,No,0
71530,Sales & Marketing,region_7,,m,sourcing,1,25,4.0,5,8,Yes,High,25000,No,16,4,Yes,No,0
19085,Operations,region_26,,f,sourcing,1,28,3.0,5,9,No,Low,45000,Yes,20,4,No,Yes,1
1453,Finance,region_28,Master's & above,m,other,3,32,2.0,7,6,Yes,High,18000,Yes,25,3,Yes,Yes,1
54432,Sales & Marketing,region_2,Bachelor's,f,other,1,32,4.0,7,8,Yes,Low,60000,Yes,30,4,Yes,Yes,1
18631,Operations,region_26,,m,other,1,29,5.0,5,9,Yes,High,89000,Yes,25,3,Yes,Yes,1
13323,Sales & Marketing,region_7,,m,other,1,30,,1,7,Yes,High,23000,Yes,30,4,Yes,No,0
14612,Operations,region_7,Master's & above,f,sourcing,1,39,3.0,12,7,Yes,Low,45000,Yes,25,5,Yes,Yes,1
33762,Sales & Marketing,region_2,Master's & above,m,other,1,41,3.0,4,8,No,Low,39000,No,30,3,Yes,Yes,1
14447,Procurement,region_15,Bachelor's,f,sourcing,1,31,4.0,5,9,No,Low,40000,Yes,23,4,No,No,0
45170,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,27,,1,7,No,High,45000,No,30,4,Yes,No,0
2201,Finance,region_2,Bachelor's,m,other,1,28,3.0,2,4,Yes,High,56000,No,25,3,Yes,Yes,1
69253,Operations,region_19,Bachelor's,m,sourcing,1,33,3.0,4,6,No,High,34000,Yes,30,4,Yes,No,0
62865,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,29,3.0,4,8,Yes,High,45000,No,25,4,Yes,Yes,1
43253,Sales & Marketing,region_19,Bachelor's,m,other,1,31,5.0,5,9,Yes,High,57000,No,30,5,Yes,No,0
60559,Sales & Marketing,region_20,Bachelor's,m,other,1,32,1.0,7,10,Yes,Low,76000,No,15,3,Yes,No,0
25642,Technology,region_2,Bachelor's,m,referred,2,34,5.0,7,9,No,High,87000,Yes,20,3,No,No,0
33875,Analytics,region_22,Bachelor's,m,sourcing,3,28,3.0,2,8,Yes,Low,43000,Yes,25,4,Yes,Yes,1
77016,Procurement,region_2,Bachelor's,f,other,1,40,1.0,7,7,Yes,Low,87000,Yes,30,5,Yes,No,0
75094,Operations,region_13,Master's & above,m,other,1,41,5.0,6,8,No,Low,45000,Yes,35,4,No,No,0
76636,Operations,region_2,Bachelor's,f,other,1,31,,1,9,No,High,45000,Yes,23,3,No,Yes,1
75742,Sales & Marketing,region_22,Bachelor's,m,referred,1,30,,1,7,No,Low,30000,No,35,2,No,Yes,1
30507,Procurement,region_2,Below Secondary,m,sourcing,1,24,,1,8,Yes,High,20000,Yes,30,4,Yes,No,0
76945,Sales & Marketing,region_4,Master's & above,m,other,1,47,5.0,7,7,No,Low,25000,Yes,25,4,Yes,Yes,1
48240,Sales & Marketing,region_16,Bachelor's,m,other,1,51,3.0,9,8,No,High,45000,No,20,3,No,Yes,1
11390,Technology,region_4,Master's & above,m,sourcing,1,31,4.0,5,9,No,Low,45000,Yes,28,4,No,No,0
63625,Sales & Marketing,region_31,Bachelor's,m,other,3,30,3.0,5,7,Yes,High,53000,No,30,5,Yes,Yes,1
52857,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,29,1.0,2,9,Yes,High,45000,No,34,3,Yes,Yes,1
63323,Technology,region_16,Bachelor's,m,other,1,39,2.0,8,8,No,Low,60000,Yes,25,2,Yes,Yes,1
27940,Sales & Marketing,region_30,Bachelor's,m,other,1,39,3.0,9,8,No,High,45000,No,30,3,No,No,0
27788,Procurement,region_2,Master's & above,f,other,1,37,4.0,9,9,Yes,High,43000,Yes,25,4,Yes,No,0
53957,Operations,region_14,Bachelor's,f,sourcing,1,28,5.0,5,10,No,Low,56000,Yes,30,4,Yes,No,0
35332,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,44,3.0,12,8,Yes,High,43000,Yes,25,3,Yes,Yes,1
7176,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,36,3.0,7,9,Yes,Low,45000,No,30,2,Yes,Yes,1
23060,Operations,region_8,Master's & above,m,sourcing,1,40,5.0,2,7,No,High,34000,No,25,2,No,Yes,1
60403,Finance,region_29,Bachelor's,m,other,1,31,4.0,2,8,Yes,Low,25000,No,30,3,Yes,Yes,1
13485,Operations,region_4,Bachelor's,m,other,1,32,4.0,6,9,No,High,45000,No,25,4,No,No,0
4751,Operations,region_26,Bachelor's,m,other,1,34,3.0,5,7,No,Low,45000,Yes,30,3,No,Yes,1
59191,Finance,region_2,Below Secondary,m,sourcing,1,22,1.0,2,8,Yes,Low,78300,Yes,25,2,Yes,No,0
13794,HR,region_31,Bachelor's,f,other,1,31,3.0,6,9,No,Low,56000,Yes,30,3,No,No,0
29355,Analytics,region_2,Bachelor's,m,sourcing,1,43,5.0,12,10,No,Low,45000,Yes,25,2,Yes,Yes,1
38121,Procurement,region_5,Master's & above,m,sourcing,1,37,3.0,7,8,Yes,Low,43000,Yes,21,3,Yes,Yes,1
65618,Operations,region_22,Bachelor's,f,other,1,30,3.0,4,9,No,Low,45000,No,19,2,No,Yes,1
17115,Sales & Marketing,region_13,,m,other,1,24,,1,10,No,Low,30000,Yes,20,3,No,No,0
58479,Operations,region_27,Master's & above,m,sourcing,1,46,3.0,16,8,Yes,Low,45000,Yes,25,4,Yes,Yes,1
30362,Legal,region_13,Bachelor's,m,sourcing,1,28,,1,9,Yes,Low,45000,Yes,30,6,Yes,Yes,1
40727,Operations,region_11,Bachelor's,m,other,1,27,4.0,2,7,Yes,High,50000,No,25,4,Yes,Yes,1
27898,Legal,region_15,Bachelor's,m,sourcing,1,35,5.0,7,8,No,Low,34000,No,30,2,No,Yes,1
42824,Operations,region_15,Bachelor's,m,sourcing,1,45,4.0,7,9,No,High,45000,No,525,4,No,Yes,1
71832,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,38,1.0,15,7,No,Low,45000,Yes,10,7,Yes,Yes,1
12910,Operations,region_22,Master's & above,f,other,1,40,4.0,9,8,Yes,High,30000,Yes,8,8,Yes,No,0
48451,HR,region_26,Bachelor's,f,other,1,30,3.0,6,9,Yes,Low,20000,Yes,12,4,Yes,Yes,1
62722,Sales & Marketing,region_27,Bachelor's,m,other,1,28,4.0,4,7,No,High,25000,Yes,15,5,Yes,Yes,1
26159,Sales & Marketing,region_22,Bachelor's,m,other,4,31,1.0,8,8,No,Low,45000,Yes,20,4,No,Yes,1
38390,Technology,region_22,Bachelor's,m,referred,2,28,5.0,5,9,No,High,45000,No,25,5,No,Yes,1
48443,Procurement,region_26,Master's & above,f,other,1,38,4.0,10,7,Yes,High,53000,No,30,6,Yes,Yes,1
63194,Operations,region_13,Master's & above,m,sourcing,1,41,5.0,4,9,Yes,Low,45000,No,25,4,Yes,Yes,1
592,Operations,region_22,Bachelor's,m,other,1,31,2.0,3,7,Yes,Low,60000,Yes,20,3,Yes,Yes,1
47846,Sales & Marketing,region_2,Master's & above,m,sourcing,1,48,5.0,18,9,Yes,Low,45000,Yes,25,6,Yes,Yes,1
36337,Operations,region_22,Master's & above,f,sourcing,1,34,3.0,6,7,No,High,43000,Yes,30,4,No,No,0
52297,Sales & Marketing,region_22,Master's & above,m,sourcing,1,49,4.0,4,6,Yes,High,56000,No,25,3,Yes,Yes,1
135,Analytics,region_29,Bachelor's,m,other,1,26,3.0,2,9,No,High,43000,No,30,5,No,Yes,1
70477,Technology,region_13,Master's & above,m,sourcing,1,57,3.0,13,7,No,High,45000,No,19,6,No,Yes,1
51121,Analytics,region_28,Master's & above,m,other,3,35,5.0,5,8,No,High,34000,Yes,15,5,Yes,No,0
36381,Procurement,region_7,Master's & above,m,other,1,58,3.0,3,9,No,Low,25000,Yes,20,4,No,Yes,1
65763,Technology,region_2,Bachelor's,m,other,1,36,4.0,3,6,Yes,High,45000,No,30,5,Yes,Yes,1
47098,Technology,region_22,Bachelor's,m,sourcing,2,28,4.0,3,7,No,High,18000,Yes,25,6,Yes,No,0
45459,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,37,1.0,10,9,Yes,Low,60000,No,16,5,No,Yes,1
10247,Sales & Marketing,region_29,Master's & above,m,other,3,31,1.0,8,9,No,High,89000,Yes,20,4,No,Yes,1
59639,Operations,region_5,Bachelor's,m,sourcing,1,28,,1,8,No,Low,23000,Yes,25,6,No,Yes,1
72630,Sales & Marketing,region_26,,m,sourcing,1,36,4.0,6,7,Yes,Low,45000,Yes,30,7,Yes,No,0
21797,Sales & Marketing,region_14,Bachelor's,m,other,1,39,3.0,9,10,Yes,Low,39000,No,25,5,Yes,No,0
21801,Technology,region_28,Master's & above,f,other,1,31,4.0,7,7,Yes,Low,40000,Yes,30,4,Yes,Yes,1
9851,Finance,region_22,Master's & above,m,other,2,33,3.0,8,6,No,High,45000,No,25,3,No,No,0
71035,Operations,region_20,Bachelor's,m,sourcing,1,32,4.0,8,8,Yes,High,56000,No,30,5,Yes,No,0
9820,Technology,region_12,Bachelor's,m,other,1,28,5.0,2,9,No,Low,34000,No,23,6,Yes,Yes,1
57210,Sales & Marketing,region_30,Bachelor's,m,other,1,31,5.0,7,6,Yes,Low,45000,Yes,30,3,Yes,Yes,1
51421,Procurement,region_2,Bachelor's,f,sourcing,2,38,4.0,2,8,Yes,Low,57000,No,25,4,Yes,Yes,1
10182,Operations,region_27,Master's & above,f,other,1,46,3.0,15,9,No,High,76000,Yes,30,5,Yes,Yes,1
31610,Legal,region_31,Bachelor's,m,sourcing,2,34,3.0,3,8,Yes,Low,87000,Yes,25,6,Yes,No,0
48845,Sales & Marketing,region_10,Master's & above,m,other,1,47,1.0,18,8,Yes,High,43000,No,30,4,Yes,No,0
16097,Sales & Marketing,region_22,,m,sourcing,2,24,,1,7,Yes,Low,87000,No,15,3,Yes,Yes,1
59869,Analytics,region_22,Bachelor's,m,referred,1,33,5.0,7,5,Yes,High,43000,Yes,20,3,Yes,No,0
38134,Operations,region_2,Master's & above,m,sourcing,1,50,5.0,7,7,Yes,Low,45000,No,25,4,Yes,Yes,1
39356,Sales & Marketing,region_4,Bachelor's,m,other,1,52,3.0,4,7,Yes,High,34000,No,30,5,Yes,No,0
55676,Procurement,region_32,Master's & above,f,sourcing,1,35,4.0,11,8,No,Low,25000,No,35,3,No,Yes,1
64932,Sales & Marketing,region_31,Bachelor's,f,sourcing,2,32,1.0,10,9,No,High,45000,No,23,3,No,No,0
18757,Finance,region_2,Bachelor's,m,other,2,46,3.0,5,6,Yes,High,18000,Yes,35,2,Yes,Yes,1
15594,Technology,region_15,Bachelor's,f,sourcing,1,32,3.0,5,8,Yes,Low,60000,No,30,3,Yes,No,0
35999,Technology,region_22,Bachelor's,m,referred,2,32,5.0,6,9,Yes,Low,89000,Yes,25,4,Yes,Yes,1
8947,R&D,region_26,Bachelor's,m,sourcing,4,41,4.0,12,7,Yes,Low,23000,No,20,4,Yes,Yes,1
14459,Operations,region_26,Bachelor's,m,other,1,30,4.0,3,7,Yes,High,45000,No,28,3,Yes,Yes,1
51237,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,28,4.0,2,8,Yes,High,39000,Yes,30,2,Yes,No,0
40895,Technology,region_2,Master's & above,f,other,1,34,4.0,7,9,No,High,40000,No,34,4,No,Yes,1
8108,Finance,region_26,Bachelor's,m,other,1,40,4.0,8,7,No,High,45000,Yes,25,3,Yes,No,0
43958,Operations,region_4,Bachelor's,m,other,1,35,5.0,10,4,Yes,High,56000,Yes,30,2,Yes,Yes,1
56478,Procurement,region_28,Bachelor's,m,other,2,27,3.0,2,6,Yes,Low,34000,No,25,3,Yes,Yes,1
21878,Technology,region_34,Bachelor's,m,other,1,32,2.0,7,8,Yes,High,45000,No,30,4,Yes,No,0
27278,Operations,region_22,Master's & above,f,other,1,44,5.0,13,9,Yes,Low,57000,No,25,3,Yes,No,0
55841,Technology,region_31,Master's & above,m,sourcing,1,40,3.0,7,10,Yes,Low,76000,Yes,30,2,Yes,Yes,1
78084,HR,region_22,Below Secondary,f,other,1,24,,1,9,Yes,High,87000,No,25,1,Yes,No,0
71170,Analytics,region_25,Bachelor's,m,other,1,28,5.0,2,8,Yes,Low,45000,No,30,3,Yes,No,0
67614,Analytics,region_22,Bachelor's,m,referred,1,29,3.0,5,7,No,Low,45000,Yes,25,4,No,Yes,1
50074,R&D,region_16,Master's & above,m,other,2,33,3.0,4,8,Yes,Low,30000,Yes,30,5,Yes,Yes,1
9088,Operations,region_22,Bachelor's,m,sourcing,1,35,3.0,8,9,Yes,Low,20000,Yes,25,3,No,Yes,1
55999,Sales & Marketing,region_32,Bachelor's,m,other,1,34,5.0,2,7,Yes,Low,25000,No,30,2,Yes,Yes,1
47266,Sales & Marketing,region_6,Bachelor's,m,sourcing,2,28,3.0,3,8,Yes,High,45000,No,25,3,No,No,0
8966,Operations,region_15,Master's & above,f,other,1,32,3.0,3,7,No,Low,45000,No,21,4,Yes,Yes,1
37519,Procurement,region_16,Bachelor's,f,other,1,38,1.0,4,8,No,High,53000,Yes,19,4,No,No,0
7550,Analytics,region_4,Bachelor's,m,other,1,31,3.0,3,9,Yes,Low,45000,No,20,5,Yes,Yes,1
33302,Procurement,region_7,Master's & above,f,sourcing,2,32,3.0,5,7,No,High,60000,Yes,25,3,No,No,0
17530,HR,region_17,Bachelor's,m,other,1,28,,1,9,Yes,Low,45000,No,30,3,Yes,No,0
24491,Sales & Marketing,region_15,Bachelor's,m,other,1,36,2.0,3,8,No,High,43000,Yes,25,2,No,No,0
56543,Operations,region_7,Master's & above,m,sourcing,1,40,3.0,10,8,Yes,Low,56000,No,30,3,Yes,No,0
76494,Operations,region_15,Master's & above,m,sourcing,1,43,3.0,12,9,Yes,High,43000,No,525,4,Yes,No,0
22831,Operations,region_19,Bachelor's,m,sourcing,1,35,5.0,9,10,No,High,45000,Yes,10,1,Yes,Yes,1
35059,Sales & Marketing,region_15,Bachelor's,f,sourcing,2,32,3.0,8,8,No,Low,34000,Yes,8,3,No,Yes,1
21393,HR,region_26,Bachelor's,f,sourcing,1,24,4.0,2,9,No,Low,25000,No,12,4,No,Yes,1
69534,Finance,region_22,Bachelor's,f,other,1,25,4.0,3,7,No,Low,45000,Yes,15,3,Yes,Yes,1
77078,Operations,region_15,Bachelor's,f,sourcing,1,34,5.0,10,8,Yes,High,45000,No,26,4,Yes,Yes,1
35732,Technology,region_2,Bachelor's,f,other,1,31,4.0,7,9,No,High,78300,Yes,30,2,No,No,0
27061,Technology,region_22,Bachelor's,m,other,4,26,,1,7,No,High,56000,No,19,3,No,Yes,1
72691,Sales & Marketing,region_2,Bachelor's,m,other,1,27,4.0,2,8,Yes,High,45000,Yes,15,4,Yes,Yes,1
33518,Procurement,region_15,Bachelor's,m,other,3,30,4.0,3,9,Yes,High,43000,Yes,20,3,Yes,Yes,1
23588,Operations,region_22,Master's & above,m,sourcing,1,31,3.0,8,10,Yes,Low,45000,No,30,2,Yes,Yes,1
61249,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,34,3.0,6,8,Yes,High,30000,Yes,25,4,Yes,Yes,1
25877,Procurement,region_22,Master's & above,m,other,1,31,5.0,5,9,Yes,Low,45000,No,16,2,Yes,Yes,1
33514,Sales & Marketing,region_2,Master's & above,m,other,3,47,1.0,6,10,No,Low,45000,No,20,4,No,Yes,1
46549,Operations,region_15,Bachelor's,m,other,1,39,5.0,11,8,No,Low,50000,Yes,25,4,No,No,0
31224,Technology,region_5,Bachelor's,f,other,1,31,3.0,6,9,Yes,High,34000,No,30,3,Yes,Yes,1
55240,Operations,region_22,Bachelor's,f,other,1,39,3.0,11,7,Yes,Low,45000,No,25,2,Yes,Yes,1
14511,Technology,region_31,Bachelor's,m,sourcing,1,31,4.0,2,8,No,High,45000,No,30,3,Yes,Yes,1
66786,Procurement,region_22,Bachelor's,f,other,1,32,5.0,3,9,Yes,Low,30000,No,25,4,Yes,No,0
22631,Sales & Marketing,region_2,Master's & above,m,other,2,47,3.0,9,7,No,High,20000,No,30,4,No,Yes,1
3520,Technology,region_2,Bachelor's,f,referred,1,31,5.0,4,8,Yes,Low,25000,Yes,23,3,Yes,Yes,1
9521,Procurement,region_7,Bachelor's,m,other,1,34,1.0,3,9,No,Low,45000,No,30,4,No,Yes,1
50421,Procurement,region_29,Master's & above,f,other,1,34,4.0,9,7,No,High,45000,Yes,25,3,No,Yes,1
53456,Sales & Marketing,region_17,Bachelor's,m,other,1,32,3.0,4,8,Yes,Low,53000,Yes,30,4,No,Yes,1
17728,Sales & Marketing,region_27,Bachelor's,f,other,1,26,,1,9,No,High,45000,Yes,25,5,Yes,Yes,1
57529,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,43,1.0,15,7,Yes,Low,60000,No,30,3,Yes,Yes,1
45850,HR,region_2,Master's & above,m,sourcing,1,44,3.0,14,9,No,Low,45000,Yes,15,4,No,Yes,1
11688,Technology,region_5,Below Secondary,f,sourcing,1,24,5.0,2,7,Yes,Low,43000,Yes,20,4,Yes,Yes,1
69300,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,29,,1,9,Yes,Low,56000,No,25,3,Yes,Yes,1
59233,Procurement,region_15,Master's & above,f,other,1,36,4.0,8,7,Yes,Low,43000,Yes,30,4,Yes,No,0
65830,Operations,region_22,Bachelor's,m,sourcing,1,49,3.0,14,6,Yes,Low,45000,No,35,4,Yes,No,0
54037,Procurement,region_12,Bachelor's,f,other,1,31,3.0,3,9,No,Low,34000,No,23,5,No,No,0
27676,Technology,region_6,Bachelor's,f,sourcing,1,28,3.0,3,7,No,Low,25000,No,35,3,No,Yes,1
12891,Sales & Marketing,region_22,Master's & above,m,other,2,39,5.0,7,8,Yes,Low,45000,Yes,30,3,Yes,Yes,1
61891,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,3.0,3,9,Yes,High,18000,No,25,4,Yes,No,0
29307,Finance,region_2,Bachelor's,f,other,1,31,3.0,7,6,Yes,Low,60000,Yes,20,5,Yes,No,0
42582,Sales & Marketing,region_13,Master's & above,m,other,1,49,3.0,9,7,Yes,High,89000,No,28,4,Yes,Yes,1
11913,Sales & Marketing,region_7,Master's & above,m,sourcing,1,52,3.0,20,9,Yes,Low,23000,Yes,30,3,Yes,No,0
15336,Operations,region_22,Master's & above,m,other,2,39,4.0,10,9,Yes,High,45000,Yes,34,2,Yes,Yes,1
75320,Analytics,region_22,Bachelor's,f,sourcing,2,28,5.0,5,8,Yes,Low,39000,Yes,25,4,Yes,Yes,1
3195,Legal,region_8,Bachelor's,m,sourcing,1,31,3.0,5,9,Yes,High,40000,Yes,30,4,Yes,Yes,1
16720,Analytics,region_1,Bachelor's,m,sourcing,1,29,5.0,5,7,Yes,Low,45000,Yes,25,3,Yes,Yes,1
34012,Procurement,region_22,Bachelor's,f,other,2,25,3.0,4,8,Yes,High,56000,No,30,4,Yes,Yes,1
38842,R&D,region_2,Master's & above,m,sourcing,2,38,4.0,9,9,No,High,34000,No,25,5,No,Yes,1
4816,Operations,region_4,Bachelor's,f,sourcing,1,34,5.0,2,7,No,Low,45000,Yes,30,3,No,No,0
60875,Operations,region_15,Bachelor's,f,sourcing,1,27,,1,9,No,Low,57000,Yes,25,2,Yes,Yes,1
52567,Technology,region_13,Master's & above,f,other,1,34,5.0,4,7,No,Low,76000,Yes,30,3,Yes,No,0
60663,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,33,2.0,2,9,Yes,High,87000,No,25,4,Yes,No,0
15792,Finance,region_15,Bachelor's,m,other,1,36,5.0,4,7,Yes,High,43000,Yes,30,4,Yes,No,0
71998,Procurement,region_22,Bachelor's,f,sourcing,1,27,2.0,5,6,No,High,87000,No,25,3,No,No,0
48879,Operations,region_2,Bachelor's,f,sourcing,2,34,3.0,3,9,No,High,43000,No,30,2,Yes,Yes,1
76607,Analytics,region_16,Master's & above,m,other,1,34,3.0,4,7,No,High,45000,Yes,25,2,No,Yes,1
47055,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,34,5.0,3,8,No,Low,34000,Yes,21,3,No,Yes,1
45955,Finance,region_5,Bachelor's,m,other,1,26,5.0,5,9,No,High,25000,No,19,4,Yes,No,0
11388,Sales & Marketing,region_2,Master's & above,m,other,2,40,5.0,6,6,No,High,45000,No,20,3,Yes,Yes,1
68514,Operations,region_2,Bachelor's,f,sourcing,1,38,1.0,5,7,Yes,Low,18000,No,25,2,Yes,Yes,1
13944,Technology,region_21,Master's & above,m,sourcing,2,34,3.0,9,9,Yes,High,60000,Yes,30,3,Yes,Yes,1
33034,Analytics,region_2,Master's & above,m,other,1,35,3.0,7,9,Yes,Low,89000,No,25,2,Yes,Yes,1
25050,Sales & Marketing,region_3,Master's & above,m,sourcing,1,33,1.0,5,8,No,Low,23000,Yes,30,3,Yes,No,0
27534,Technology,region_2,Master's & above,m,other,1,40,2.0,5,7,Yes,Low,45000,No,525,2,Yes,Yes,1
20606,Procurement,region_2,Bachelor's,m,other,1,32,4.0,5,10,Yes,Low,39000,Yes,10,3,Yes,Yes,1
47362,Analytics,region_2,Bachelor's,f,other,1,32,4.0,4,7,No,Low,40000,Yes,8,4,No,Yes,1
28374,Technology,region_2,Bachelor's,f,other,1,44,3.0,5,6,Yes,Low,45000,No,12,6,Yes,Yes,1
55908,Sales & Marketing,region_27,Bachelor's,f,other,1,24,,1,8,Yes,Low,56000,No,15,4,Yes,No,0
21616,HR,region_2,Bachelor's,m,other,1,34,3.0,5,9,Yes,Low,34000,Yes,20,2,Yes,Yes,1
22933,Analytics,region_26,Bachelor's,m,sourcing,2,29,3.0,3,6,No,Low,45000,No,25,4,Yes,Yes,1
35671,Technology,region_22,Master's & above,f,other,2,31,5.0,5,8,No,High,43000,Yes,30,3,No,Yes,1
28144,Sales & Marketing,region_15,Master's & above,m,other,1,38,3.0,3,9,No,Low,45000,Yes,25,5,Yes,No,0
55127,Operations,region_26,Bachelor's,f,other,1,30,3.0,2,8,Yes,High,30000,No,20,6,Yes,No,0
39932,Legal,region_2,Bachelor's,m,sourcing,1,34,5.0,4,9,Yes,Low,45000,No,25,5,Yes,No,0
7036,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,34,3.0,3,7,Yes,High,45000,Yes,30,4,Yes,No,0
19078,Legal,region_2,Bachelor's,m,sourcing,1,29,5.0,3,8,No,Low,50000,No,25,5,Yes,No,0
27937,Sales & Marketing,region_32,,m,sourcing,1,33,5.0,4,9,No,High,34000,Yes,30,6,Yes,Yes,1
23820,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,27,,1,10,No,Low,45000,No,19,5,Yes,Yes,1
76005,Sales & Marketing,region_2,Bachelor's,m,other,1,38,4.0,3,7,Yes,High,45000,No,15,4,Yes,Yes,1
8181,Finance,region_30,Bachelor's,m,other,1,29,5.0,2,8,No,High,30000,Yes,20,6,No,Yes,1
65496,Technology,region_22,Bachelor's,m,referred,1,26,1.0,2,8,Yes,Low,20000,Yes,30,7,Yes,Yes,1
36345,Operations,region_2,Master's & above,m,other,1,53,1.0,16,7,Yes,Low,25000,Yes,25,5,Yes,Yes,1
823,Sales & Marketing,region_6,Bachelor's,m,sourcing,2,37,2.0,3,5,No,Low,45000,Yes,16,4,Yes,No,0
66457,Legal,region_22,Bachelor's,m,sourcing,1,29,5.0,3,7,Yes,High,45000,No,20,3,Yes,Yes,1
66035,Sales & Marketing,region_2,,m,sourcing,2,24,1.0,2,9,No,High,53000,Yes,25,5,Yes,Yes,1
29855,Operations,region_2,Bachelor's,f,sourcing,1,34,3.0,3,8,No,High,45000,No,30,6,Yes,No,0
78093,Sales & Marketing,region_28,Bachelor's,m,other,1,35,3.0,7,9,No,High,60000,Yes,25,3,No,No,0
31813,Technology,region_2,Bachelor's,m,sourcing,1,42,3.0,9,6,No,High,45000,Yes,30,4,Yes,Yes,1
1586,Procurement,region_31,Master's & above,f,other,1,32,3.0,6,8,Yes,Low,43000,No,25,5,Yes,No,0
26138,Procurement,region_10,Master's & above,f,other,1,38,3.0,2,9,Yes,High,56000,Yes,30,6,Yes,Yes,1
8553,HR,region_11,Bachelor's,m,other,1,28,,1,7,Yes,Low,43000,Yes,23,4,Yes,No,0
24105,Sales & Marketing,region_13,Bachelor's,m,other,1,39,5.0,4,7,Yes,Low,45000,No,30,3,Yes,Yes,1
9918,Sales & Marketing,region_7,Master's & above,m,sourcing,3,34,1.0,5,8,Yes,Low,34000,No,25,3,Yes,Yes,1
30122,Technology,region_25,Bachelor's,f,other,1,27,,1,9,Yes,High,25000,Yes,30,4,Yes,Yes,1
9554,Technology,region_27,Bachelor's,f,sourcing,1,32,1.0,6,7,Yes,Low,45000,No,25,5,Yes,Yes,1
33861,Finance,region_13,Bachelor's,m,sourcing,1,29,4.0,2,4,No,High,18000,Yes,30,3,Yes,No,0
16613,Finance,region_31,Master's & above,m,other,2,34,5.0,8,6,No,Low,60000,No,15,3,No,No,0
73653,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,39,5.0,3,8,No,High,89000,Yes,20,2,Yes,No,0
71956,Technology,region_26,Master's & above,f,other,1,39,1.0,10,9,No,Low,23000,Yes,25,3,Yes,No,0
