employee_id,department,region,education,gender,recruitment_channel,Training_Time,age,Prformance_Rating,Years_at_company,Working_Hours,Flexible_Timings,Workload_level,Monthly_Income,Work_Satisfaction,Percent_salary_hike,companies_worked,Marital_Status,Stress_status
60875,Operations,region_15,Bachelor's,f,sourcing,1,27,,1,9,No,Low,57000,Yes,25,2,Yes,Yes
52567,Technology,region_13,Master's & above,f,other,1,34,5,4,7,No,Low,76000,Yes,30,3,Yes,No
60663,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,33,2,2,9,Yes,High,87000,No,25,4,Yes,No
15792,Finance,region_15,Bachelor's,m,other,1,36,5,4,7,Yes,High,43000,Yes,30,4,Yes,No
71998,Procurement,region_22,Bachelor's,f,sourcing,1,27,2,5,6,No,High,87000,No,25,3,No,No
48879,Operations,region_2,Bachelor's,f,sourcing,2,34,3,3,9,No,High,43000,No,30,2,Yes,Yes
76607,Analytics,region_16,Master's & above,m,other,1,34,3,4,7,No,High,45000,Yes,25,2,No,Yes
47055,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,34,5,3,8,No,Low,34000,Yes,21,3,No,Yes
45955,Finance,region_5,Bachelor's,m,other,1,26,5,5,9,No,High,25000,No,19,4,Yes,No
11388,Sales & Marketing,region_2,Master's & above,m,other,2,40,5,6,6,No,High,45000,No,20,3,Yes,Yes
68514,Operations,region_2,Bachelor's,f,sourcing,1,38,1,5,7,Yes,Low,18000,No,25,2,Yes,Yes
13944,Technology,region_21,Master's & above,m,sourcing,2,34,3,9,9,Yes,High,60000,Yes,30,3,Yes,Yes
33034,Analytics,region_2,Master's & above,m,other,1,35,3,7,9,Yes,Low,89000,No,25,2,Yes,Yes
25050,Sales & Marketing,region_3,Master's & above,m,sourcing,1,33,1,5,8,No,Low,23000,Yes,30,3,Yes,No
27534,Technology,region_2,Master's & above,m,other,1,40,2,5,7,Yes,Low,45000,No,525,2,Yes,Yes
20606,Procurement,region_2,Bachelor's,m,other,1,32,4,5,10,Yes,Low,39000,Yes,10,3,Yes,Yes
47362,Analytics,region_2,Bachelor's,f,other,1,32,4,4,7,No,Low,40000,Yes,8,4,No,Yes
28374,Technology,region_2,Bachelor's,f,other,1,44,3,5,6,Yes,Low,45000,No,12,6,Yes,Yes
55908,Sales & Marketing,region_27,Bachelor's,f,other,1,24,,1,8,Yes,Low,56000,No,15,4,Yes,No
21616,HR,region_2,Bachelor's,m,other,1,34,3,5,9,Yes,Low,34000,Yes,20,2,Yes,Yes
22933,Analytics,region_26,Bachelor's,m,sourcing,2,29,3,3,6,No,Low,45000,No,25,4,Yes,Yes
35671,Technology,region_22,Master's & above,f,other,2,31,5,5,8,No,High,43000,Yes,30,3,No,Yes
28144,Sales & Marketing,region_15,Master's & above,m,other,1,38,3,3,9,No,Low,45000,Yes,25,5,Yes,No
55127,Operations,region_26,Bachelor's,f,other,1,30,3,2,8,Yes,High,30000,No,20,6,Yes,No
39932,Legal,region_2,Bachelor's,m,sourcing,1,34,5,4,9,Yes,Low,45000,No,25,5,Yes,No
7036,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,34,3,3,7,Yes,High,45000,Yes,30,4,Yes,No
19078,Legal,region_2,Bachelor's,m,sourcing,1,29,5,3,8,No,Low,50000,No,25,5,Yes,No
27937,Sales & Marketing,region_32,,m,sourcing,1,33,5,4,9,No,High,34000,Yes,30,6,Yes,Yes
23820,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,27,,1,10,No,Low,45000,No,19,5,Yes,Yes
76005,Sales & Marketing,region_2,Bachelor's,m,other,1,38,4,3,7,Yes,High,45000,No,15,4,Yes,Yes
8181,Finance,region_30,Bachelor's,m,other,1,29,5,2,8,No,High,30000,Yes,20,6,No,Yes
65496,Technology,region_22,Bachelor's,m,referred,1,26,1,2,8,Yes,Low,20000,Yes,30,7,Yes,Yes
36345,Operations,region_2,Master's & above,m,other,1,53,1,16,7,Yes,Low,25000,Yes,25,5,Yes,Yes
823,Sales & Marketing,region_6,Bachelor's,m,sourcing,2,37,2,3,5,No,Low,45000,Yes,16,4,Yes,No
66457,Legal,region_22,Bachelor's,m,sourcing,1,29,5,3,7,Yes,High,45000,No,20,3,Yes,Yes
66035,Sales & Marketing,region_2,,m,sourcing,2,24,1,2,9,No,High,53000,Yes,25,5,Yes,Yes
29855,Operations,region_2,Bachelor's,f,sourcing,1,34,3,3,8,No,High,45000,No,30,6,Yes,No
78093,Sales & Marketing,region_28,Bachelor's,m,other,1,35,3,7,9,No,High,60000,Yes,25,3,No,No
31813,Technology,region_2,Bachelor's,m,sourcing,1,42,3,9,6,No,High,45000,Yes,30,4,Yes,Yes
1586,Procurement,region_31,Master's & above,f,other,1,32,3,6,8,Yes,Low,43000,No,25,5,Yes,No
26138,Procurement,region_10,Master's & above,f,other,1,38,3,2,9,Yes,High,56000,Yes,30,6,Yes,Yes
8553,HR,region_11,Bachelor's,m,other,1,28,,1,7,Yes,Low,43000,Yes,23,4,Yes,No
24105,Sales & Marketing,region_13,Bachelor's,m,other,1,39,5,4,7,Yes,Low,45000,No,30,3,Yes,Yes
9918,Sales & Marketing,region_7,Master's & above,m,sourcing,3,34,1,5,8,Yes,Low,34000,No,25,3,Yes,Yes
30122,Technology,region_25,Bachelor's,f,other,1,27,,1,9,Yes,High,25000,Yes,30,4,Yes,Yes
9554,Technology,region_27,Bachelor's,f,sourcing,1,32,1,6,7,Yes,Low,45000,No,25,5,Yes,Yes
33861,Finance,region_13,Bachelor's,m,sourcing,1,29,4,2,4,No,High,18000,Yes,30,3,Yes,No
16613,Finance,region_31,Master's & above,m,other,2,34,5,8,6,No,Low,60000,No,15,3,No,No
73653,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,39,5,3,8,No,High,89000,Yes,20,2,Yes,No
71956,Technology,region_26,Master's & above,f,other,1,39,1,10,9,No,Low,23000,Yes,25,3,Yes,No
70038,Procurement,region_22,Bachelor's,m,other,3,27,3,2,10,No,High,45000,Yes,30,4,No,Yes
41289,Sales & Marketing,region_7,Bachelor's,m,other,1,38,5,7,9,Yes,High,39000,Yes,35,4,Yes,No
30411,Operations,region_7,Bachelor's,m,sourcing,1,30,1,7,8,Yes,Low,40000,Yes,23,3,Yes,Yes
7173,Sales & Marketing,region_2,Master's & above,m,other,1,46,3,7,7,Yes,High,45000,Yes,35,2,Yes,Yes
39248,Sales & Marketing,region_20,Bachelor's,m,sourcing,2,30,3,5,8,No,High,56000,Yes,30,4,No,Yes
30910,Procurement,region_4,Bachelor's,m,sourcing,1,31,1,3,9,No,Low,34000,Yes,25,3,No,Yes
59201,Technology,region_27,Bachelor's,f,sourcing,1,25,,1,7,No,High,45000,No,20,2,No,Yes
63535,Technology,region_22,Bachelor's,m,other,2,31,3,6,8,Yes,Low,57000,Yes,28,3,Yes,Yes
58614,Sales & Marketing,region_22,Bachelor's,m,other,1,27,4,5,7,Yes,High,76000,No,30,4,Yes,No
21671,Sales & Marketing,region_2,Bachelor's,m,referred,1,27,2,3,8,No,Low,87000,No,34,3,No,Yes
40244,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,29,3,2,9,Yes,High,43000,Yes,25,2,Yes,Yes
7238,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,29,5,3,10,Yes,Low,87000,No,30,1,Yes,No
974,Sales & Marketing,region_13,Bachelor's,m,other,1,35,5,9,8,Yes,Low,43000,Yes,25,3,No,No
50339,Technology,region_22,Master's & above,m,sourcing,1,35,4,5,9,Yes,Low,45000,No,30,4,Yes,Yes
23906,Analytics,region_15,Bachelor's,m,sourcing,2,31,5,5,10,No,Low,34000,No,25,5,No,Yes
7101,Technology,region_2,Bachelor's,m,sourcing,3,35,3,5,8,No,Low,25000,Yes,30,3,No,No
24288,Operations,region_3,Master's & above,f,other,1,36,5,3,9,Yes,Low,45000,Yes,25,2,Yes,Yes
42768,HR,region_22,Master's & above,m,other,2,31,5,5,7,Yes,Low,18000,No,30,3,Yes,No
60473,Technology,region_26,Bachelor's,m,other,1,26,2,4,8,No,Low,60000,Yes,25,4,Yes,Yes
33067,Technology,region_31,Master's & above,m,sourcing,3,38,3,9,9,No,Low,89000,No,30,4,No,Yes
76978,Sales & Marketing,region_27,Bachelor's,m,other,1,39,1,10,7,No,High,23000,No,25,5,No,No
74417,Technology,region_2,Bachelor's,m,referred,1,39,3,5,8,Yes,Low,45000,No,30,3,Yes,Yes
9259,Operations,region_22,Bachelor's,m,sourcing,1,25,,1,9,No,High,39000,Yes,25,3,Yes,Yes
58061,Operations,region_8,Bachelor's,m,sourcing,1,32,3,7,7,Yes,Low,40000,No,21,2,Yes,Yes
53128,Operations,region_27,Bachelor's,m,other,1,49,3,3,8,Yes,High,45000,Yes,19,3,Yes,No
46948,Operations,region_8,Bachelor's,m,sourcing,1,27,3,5,9,Yes,Low,56000,Yes,20,4,Yes,Yes
23229,Technology,region_26,Master's & above,m,other,1,53,3,22,7,No,High,34000,No,25,1,Yes,Yes
37182,Procurement,region_22,Bachelor's,f,other,1,29,,1,9,Yes,Low,45000,Yes,30,3,Yes,Yes
35021,Sales & Marketing,region_27,Bachelor's,m,other,1,30,5,2,7,Yes,High,57000,No,25,4,Yes,Yes
33977,Operations,region_7,Master's & above,m,sourcing,2,41,5,14,9,No,High,76000,Yes,30,3,No,Yes
58526,R&D,region_22,Bachelor's,m,other,2,30,5,6,7,No,Low,87000,Yes,525,4,No,Yes
38473,Finance,region_2,Below Secondary,m,sourcing,1,25,3,2,6,Yes,Low,43000,No,10,2,Yes,Yes
15169,Procurement,region_2,Bachelor's,m,other,4,32,3,3,9,Yes,Low,87000,No,8,3,Yes,No
13766,Sales & Marketing,region_10,,m,sourcing,1,28,4,2,7,No,High,45000,No,12,4,No,No
17256,Operations,region_2,Bachelor's,m,sourcing,1,37,5,8,8,No,High,45000,Yes,15,3,Yes,Yes
2715,Sales & Marketing,region_9,Master's & above,m,other,2,28,3,2,9,No,High,30000,No,26,2,Yes,Yes
31056,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,33,1,8,6,Yes,High,20000,Yes,30,4,Yes,No
66053,Operations,region_22,Bachelor's,m,other,1,25,2,2,7,Yes,High,25000,Yes,19,2,Yes,Yes
594,Analytics,region_28,Master's & above,m,sourcing,2,34,5,6,9,No,Low,45000,No,15,4,Yes,No
10558,Operations,region_2,Bachelor's,f,sourcing,1,49,4,18,9,No,High,45000,No,20,4,Yes,Yes
22171,Operations,region_13,Bachelor's,m,sourcing,1,40,3,7,8,Yes,High,53000,No,30,3,Yes,Yes
71983,Finance,region_7,Master's & above,m,other,2,31,3,3,7,No,Low,45000,No,25,2,No,Yes
15386,Technology,region_16,Bachelor's,m,other,1,33,1,9,10,No,High,60000,No,16,3,Yes,Yes
32010,Sales & Marketing,region_2,Bachelor's,m,other,1,27,,1,7,Yes,Low,45000,No,20,4,Yes,Yes
50650,Sales & Marketing,region_32,Bachelor's,m,other,2,36,1,8,6,No,Low,43000,No,25,4,No,Yes
42822,Technology,region_2,Master's & above,f,other,1,37,3,7,8,Yes,Low,56000,No,30,3,Yes,Yes
25329,Procurement,region_2,Bachelor's,f,sourcing,2,33,1,4,9,Yes,Low,43000,No,25,4,Yes,Yes
8465,Technology,region_2,Bachelor's,m,other,2,35,3,7,6,Yes,High,45000,No,30,3,Yes,No
37797,Procurement,region_17,Bachelor's,f,referred,1,32,3,5,8,Yes,High,34000,No,25,4,Yes,No
5016,Legal,region_7,Bachelor's,m,sourcing,1,31,3,4,9,Yes,Low,25000,No,30,5,Yes,Yes
9384,Operations,region_11,Master's & above,m,other,1,44,5,8,8,No,Low,45000,No,23,3,No,Yes
10852,Sales & Marketing,region_3,Bachelor's,m,other,1,36,3,9,9,No,Low,45000,Yes,30,4,Yes,Yes
64248,Sales & Marketing,region_18,Bachelor's,m,sourcing,1,28,,1,7,No,High,78300,No,25,4,Yes,Yes
47101,Sales & Marketing,region_28,Master's & above,m,other,1,39,5,12,8,Yes,Low,56000,No,30,3,Yes,Yes
24821,Procurement,region_10,Master's & above,m,other,2,30,3,6,9,No,High,45000,Yes,25,4,No,Yes
45937,Operations,region_22,Bachelor's,m,other,1,34,3,7,10,Yes,Low,43000,Yes,30,4,Yes,Yes
3304,Analytics,region_31,Bachelor's,m,sourcing,2,29,2,4,7,No,High,45000,No,15,5,No,Yes
55000,Sales & Marketing,region_7,Bachelor's,m,other,2,40,1,5,8,No,Low,30000,No,20,3,No,Yes
67248,Sales & Marketing,region_16,Bachelor's,m,other,1,30,,1,8,Yes,High,45000,No,25,3,Yes,Yes
18080,Technology,region_7,Bachelor's,m,other,1,57,3,18,7,No,Low,45000,Yes,30,4,Yes,Yes
48414,Finance,region_4,Master's & above,f,other,1,35,3,11,5,Yes,High,50000,No,35,5,Yes,Yes
20420,Operations,region_19,Master's & above,m,other,1,37,4,8,7,No,High,34000,No,23,4,No,No
41401,Sales & Marketing,region_1,Master's & above,m,sourcing,1,37,5,9,8,No,Low,45000,Yes,35,3,No,Yes
17238,Procurement,region_2,,f,other,2,36,3,10,8,Yes,Low,45000,No,30,2,Yes,Yes
1783,Finance,region_30,Bachelor's,m,other,1,26,5,2,9,No,Low,30000,No,25,4,Yes,No
74259,Legal,region_7,Bachelor's,m,sourcing,1,30,3,3,6,No,High,20000,No,20,4,Yes,Yes
42203,Legal,region_22,Bachelor's,m,sourcing,1,28,,1,8,No,High,25000,No,28,3,No,No
13595,Procurement,region_28,Master's & above,f,sourcing,2,31,2,2,9,Yes,High,45000,No,30,4,Yes,Yes
65887,Sales & Marketing,region_31,Bachelor's,m,other,1,30,3,2,7,Yes,High,45000,No,34,5,Yes,Yes
46991,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,2,7,7,No,High,53000,No,25,3,Yes,No
57534,Sales & Marketing,region_2,Master's & above,m,sourcing,1,41,5,14,8,No,Low,45000,No,30,2,Yes,Yes
51189,Operations,region_19,Bachelor's,m,other,2,34,3,8,9,No,High,60000,No,25,3,No,Yes
47931,Procurement,region_2,Bachelor's,m,other,1,24,1,3,7,Yes,Low,45000,No,30,4,Yes,Yes
66846,Sales & Marketing,region_11,Bachelor's,m,other,2,26,3,4,4,Yes,Low,43000,Yes,25,4,Yes,No
45587,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,42,3,14,6,Yes,Low,56000,No,30,3,Yes,Yes
60214,Sales & Marketing,region_7,Master's & above,m,other,1,41,5,4,8,Yes,High,43000,No,25,2,Yes,Yes
36029,Sales & Marketing,region_15,,m,sourcing,1,30,3,6,9,No,Low,45000,No,30,2,No,Yes
49931,Sales & Marketing,region_26,,m,sourcing,1,33,3,4,10,No,High,34000,No,25,3,No,Yes
65667,Operations,region_15,Bachelor's,m,referred,1,32,5,8,9,Yes,Low,25000,Yes,30,4,Yes,Yes
43702,Operations,region_32,Bachelor's,f,other,1,33,5,7,8,No,High,45000,No,25,3,Yes,Yes
60378,Procurement,region_31,Bachelor's,f,sourcing,1,35,3,4,7,Yes,Low,18000,Yes,30,2,Yes,No
57503,Sales & Marketing,region_14,Master's & above,m,other,1,43,3,3,8,No,Low,60000,No,25,3,Yes,No
40373,Finance,region_22,Bachelor's,m,sourcing,2,30,1,5,9,No,High,89000,No,21,2,Yes,Yes
49535,Sales & Marketing,region_15,Master's & above,m,other,1,31,2,3,7,No,Low,23000,Yes,19,3,Yes,Yes
61535,HR,region_15,Bachelor's,m,sourcing,1,39,3,3,8,Yes,High,45000,Yes,20,2,Yes,No
52744,Sales & Marketing,region_11,Bachelor's,m,other,2,28,3,4,7,Yes,Low,39000,No,25,3,Yes,Yes
46685,Analytics,region_7,Bachelor's,m,other,1,38,3,3,8,No,Low,40000,No,30,4,No,Yes
47093,Sales & Marketing,region_26,Bachelor's,m,other,6,31,1,5,9,No,Low,45000,No,25,6,No,Yes
71567,Sales & Marketing,region_2,Bachelor's,m,other,1,31,4,4,7,Yes,Low,56000,No,30,4,Yes,Yes
72437,Technology,region_2,Master's & above,f,other,3,36,3,7,9,No,Low,34000,No,525,2,Yes,Yes
22897,Operations,region_2,Master's & above,m,sourcing,1,34,1,3,8,No,Low,45000,No,10,4,Yes,No
55110,Sales & Marketing,region_2,Bachelor's,m,other,1,44,1,5,8,Yes,Low,57000,Yes,8,7,Yes,No
66632,Technology,region_26,Bachelor's,m,other,1,31,3,2,9,No,Low,76000,Yes,12,8,No,No
71957,Sales & Marketing,region_7,Master's & above,m,other,1,34,2,8,10,No,Low,87000,No,15,4,Yes,No
42869,Analytics,region_15,,m,other,1,31,2,3,8,No,High,43000,Yes,20,5,Yes,Yes
66306,Operations,region_2,Master's & above,m,sourcing,1,50,5,22,9,No,Low,87000,No,25,4,Yes,Yes
37809,Technology,region_22,Bachelor's,m,other,2,31,5,5,7,Yes,High,43000,No,30,5,Yes,Yes
7132,Operations,region_22,Bachelor's,f,other,1,29,5,2,8,No,Low,45000,Yes,25,6,Yes,Yes
26917,Procurement,region_26,Bachelor's,m,sourcing,1,29,3,6,9,No,High,34000,No,20,4,No,Yes
40080,Technology,region_23,Master's & above,m,other,1,31,4,4,7,No,Low,25000,Yes,25,3,No,Yes
37108,Procurement,region_8,Bachelor's,f,sourcing,1,28,3,2,8,Yes,High,45000,No,30,6,Yes,Yes
23790,Sales & Marketing,region_31,Bachelor's,m,sourcing,3,26,4,2,9,Yes,Low,18000,No,25,4,Yes,Yes
14325,Sales & Marketing,region_32,Bachelor's,m,other,1,43,3,7,10,No,High,60000,No,30,3,No,Yes
3544,Analytics,region_12,Bachelor's,m,sourcing,1,29,,1,8,No,High,89000,Yes,19,5,No,No
33970,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,40,2,6,9,No,Low,23000,No,15,6,No,Yes
64752,Sales & Marketing,region_26,Bachelor's,m,other,1,45,4,15,7,Yes,Low,45000,No,20,5,Yes,No
1125,R&D,region_2,Master's & above,m,other,1,32,1,7,9,Yes,Low,39000,No,30,4,Yes,No
16700,Sales & Marketing,region_7,Bachelor's,m,other,1,50,5,8,7,No,High,40000,No,25,5,No,Yes
9522,Legal,region_2,Bachelor's,m,other,1,40,5,11,9,Yes,High,45000,No,16,6,Yes,Yes
48457,Analytics,region_11,Bachelor's,f,other,1,28,3,1,7,Yes,High,56000,Yes,20,5,Yes,Yes
62115,Analytics,region_27,Bachelor's,m,sourcing,1,26,4,3,6,Yes,High,34000,Yes,25,4,Yes,Yes
14610,Technology,region_33,Bachelor's,m,sourcing,1,45,3,14,9,Yes,High,45000,Yes,30,6,Yes,Yes
57064,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,30,5,9,7,Yes,Low,57000,Yes,25,7,Yes,Yes
43998,Sales & Marketing,region_15,,m,other,1,42,3,13,8,No,High,76000,No,30,5,Yes,Yes
8552,Analytics,region_8,Bachelor's,m,other,1,32,5,9,9,No,High,87000,Yes,25,4,No,Yes
24831,Legal,region_27,Bachelor's,m,other,1,30,5,7,6,Yes,Low,45000,Yes,30,3,Yes,No
76948,Procurement,region_16,Bachelor's,f,sourcing,1,29,3,4,7,Yes,High,45000,Yes,23,5,Yes,Yes
7498,Operations,region_22,Bachelor's,f,sourcing,1,36,2,8,9,No,Low,30000,Yes,30,6,Yes,Yes
37621,HR,region_2,Bachelor's,f,sourcing,1,43,3,16,9,Yes,Low,20000,Yes,25,3,Yes,Yes
14303,Operations,region_26,Bachelor's,m,other,1,28,5,4,8,No,Low,25000,Yes,30,4,No,No
7338,Operations,region_10,Bachelor's,f,other,1,34,4,7,7,No,Low,45000,Yes,25,5,No,Yes
40279,Procurement,region_2,Bachelor's,m,sourcing,2,45,3,4,10,Yes,Low,45000,No,30,6,Yes,Yes
68157,Sales & Marketing,region_29,Bachelor's,m,other,1,28,,1,7,Yes,Low,53000,Yes,15,4,Yes,Yes
77617,Finance,region_4,Bachelor's,m,sourcing,1,28,2,3,6,No,Low,45000,Yes,20,3,No,No
44751,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,38,3,3,8,No,Low,60000,Yes,25,3,No,Yes
66312,Technology,region_15,Bachelor's,m,sourcing,4,28,1,7,9,No,Low,45000,No,30,4,No,No
8914,HR,region_26,Bachelor's,f,other,1,31,1,6,6,Yes,High,43000,No,35,5,Yes,No
60535,Technology,region_7,Below Secondary,m,sourcing,1,26,,1,8,Yes,Low,56000,Yes,23,3,Yes,Yes
2437,Analytics,region_2,Master's & above,f,other,3,34,3,6,9,No,High,43000,Yes,35,3,Yes,No
72880,Sales & Marketing,region_13,Master's & above,m,sourcing,1,44,4,16,8,No,Low,45000,No,30,2,No,No
44087,Sales & Marketing,region_26,Master's & above,m,sourcing,1,35,4,3,9,Yes,High,34000,No,25,3,Yes,Yes
32059,Analytics,region_2,Bachelor's,f,other,2,27,3,2,7,No,Low,25000,Yes,20,4,No,Yes
76111,Operations,region_22,Master's & above,m,sourcing,1,44,5,12,8,Yes,High,45000,No,28,4,Yes,Yes
47271,Sales & Marketing,region_26,Bachelor's,m,other,1,43,5,3,9,Yes,Low,45000,No,30,3,Yes,Yes
26414,Technology,region_27,Bachelor's,m,sourcing,1,47,1,15,10,No,High,78300,No,34,2,Yes,Yes
48851,Operations,region_2,Master's & above,m,other,1,46,3,20,7,No,High,56000,No,25,4,Yes,No
66400,HR,region_13,Master's & above,f,sourcing,1,41,5,6,8,No,Low,45000,No,30,3,No,No
54983,Operations,region_32,Bachelor's,f,other,1,36,4,7,8,No,Low,43000,Yes,25,2,No,Yes
23786,R&D,region_22,Master's & above,m,sourcing,1,35,2,9,7,No,Low,45000,Yes,30,3,Yes,Yes
19541,Procurement,region_17,Bachelor's,f,sourcing,1,36,3,4,5,Yes,High,30000,Yes,25,4,Yes,No
35356,Sales & Marketing,region_22,,m,sourcing,1,21,,1,7,Yes,High,45000,Yes,30,3,Yes,Yes
75064,Analytics,region_13,Bachelor's,f,other,1,30,3,4,7,Yes,High,45000,No,25,2,Yes,Yes
33014,Analytics,region_9,Master's & above,m,sourcing,2,30,4,4,8,Yes,High,50000,Yes,30,1,Yes,Yes
51315,Operations,region_13,Bachelor's,m,sourcing,1,25,5,3,9,Yes,High,34000,No,25,3,Yes,No
77147,Analytics,region_22,Bachelor's,m,other,1,26,4,2,6,Yes,Low,45000,Yes,30,4,Yes,No
48450,Sales & Marketing,region_14,Master's & above,m,other,1,45,1,14,8,No,High,45000,Yes,25,5,Yes,Yes
57823,Technology,region_25,Bachelor's,m,other,1,30,3,5,9,Yes,Low,30000,No,30,3,Yes,No
40541,Legal,region_22,Bachelor's,f,other,3,28,4,2,7,Yes,Low,20000,No,25,2,Yes,Yes
61109,Analytics,region_22,Master's & above,m,other,2,30,5,2,7,Yes,Low,25000,No,21,3,Yes,No
58743,Sales & Marketing,region_12,Bachelor's,m,other,1,29,5,2,8,Yes,High,45000,No,19,4,Yes,No
69181,Operations,region_5,Master's & above,m,sourcing,1,39,2,12,9,No,Low,45000,Yes,20,4,Yes,Yes
38009,Finance,region_19,Bachelor's,m,other,1,30,4,3,7,No,High,53000,No,25,5,Yes,No
38603,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,2,6,4,No,Low,45000,Yes,30,3,No,Yes
63645,Operations,region_32,Bachelor's,m,other,1,33,2,4,6,No,High,60000,No,25,3,No,Yes
12851,Operations,region_22,Bachelor's,m,other,1,39,5,14,8,No,Low,45000,Yes,30,2,Yes,Yes
45252,Technology,region_26,Master's & above,f,other,1,37,3,7,9,Yes,High,43000,No,525,3,Yes,Yes
29341,Legal,region_20,Bachelor's,m,sourcing,1,27,3,2,10,No,High,56000,No,10,4,No,Yes
29139,Operations,region_2,Master's & above,m,sourcing,1,51,3,16,9,Yes,Low,43000,No,8,1,Yes,Yes
57649,Operations,region_22,Master's & above,m,other,1,46,3,4,8,Yes,High,45000,Yes,12,3,Yes,Yes
69669,Sales & Marketing,region_26,,m,other,1,29,5,4,7,Yes,High,34000,No,15,4,Yes,Yes
22129,Technology,region_22,Bachelor's,m,other,4,28,3,4,8,No,Low,25000,No,26,3,No,No
41116,R&D,region_26,Bachelor's,m,sourcing,1,37,1,3,9,Yes,High,45000,No,30,4,Yes,Yes
75508,Finance,region_31,Bachelor's,m,other,1,26,3,2,7,Yes,Low,18000,Yes,19,2,Yes,No
35550,Sales & Marketing,region_11,Master's & above,m,sourcing,1,32,3,5,8,Yes,High,60000,No,15,3,Yes,No
36960,Sales & Marketing,region_2,Master's & above,f,other,1,42,3,4,7,No,Low,89000,No,20,4,Yes,Yes
74191,Sales & Marketing,region_13,Master's & above,m,other,1,45,2,7,8,Yes,High,23000,No,30,3,Yes,No
42140,Procurement,region_11,Bachelor's,f,sourcing,1,29,5,4,9,No,Low,45000,No,25,2,Yes,No
24124,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,55,4,13,7,Yes,Low,39000,Yes,16,4,Yes,No
42839,Operations,region_2,Bachelor's,f,sourcing,1,57,5,16,9,Yes,Low,40000,No,20,2,Yes,No
43383,Sales & Marketing,region_31,Master's & above,m,sourcing,1,41,4,5,8,No,Low,45000,Yes,25,4,Yes,Yes
71767,Operations,region_2,Bachelor's,f,sourcing,1,41,4,5,8,No,Low,56000,Yes,30,4,No,Yes
44912,Sales & Marketing,region_24,Bachelor's,m,other,1,25,,1,9,Yes,Low,34000,No,25,3,Yes,Yes
71953,Procurement,region_2,Bachelor's,m,other,1,53,4,18,10,Yes,Low,45000,Yes,30,2,Yes,Yes
19549,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,29,2,4,8,No,Low,57000,Yes,25,3,No,Yes
6303,Procurement,region_11,Master's & above,m,sourcing,1,35,5,8,9,Yes,Low,76000,Yes,30,4,Yes,Yes
11869,Technology,region_2,Below Secondary,m,sourcing,1,25,4,3,7,No,High,87000,Yes,23,4,No,Yes
66613,Sales & Marketing,region_13,,m,other,1,33,1,4,8,Yes,Low,43000,No,30,3,Yes,No
26419,Operations,region_16,Bachelor's,f,other,1,49,3,8,9,Yes,High,87000,No,25,4,Yes,No
21203,Procurement,region_31,Master's & above,f,other,1,33,5,6,7,Yes,Low,43000,Yes,30,3,Yes,No
49493,Sales & Marketing,region_3,Bachelor's,m,other,1,31,5,6,8,Yes,High,45000,No,25,4,Yes,No
49759,Analytics,region_26,Bachelor's,m,sourcing,3,28,3,6,9,Yes,Low,34000,No,30,5,Yes,No
11813,Procurement,region_17,Bachelor's,f,other,1,26,5,3,10,Yes,High,25000,No,15,3,Yes,No
10051,Operations,region_16,Bachelor's,m,sourcing,1,27,5,4,8,No,Low,45000,Yes,20,4,Yes,Yes
41877,Technology,region_2,Master's & above,f,sourcing,1,45,2,20,9,Yes,High,18000,No,25,4,Yes,Yes
71604,Operations,region_22,Bachelor's,f,other,1,26,,1,10,No,High,60000,No,30,3,No,No
34010,Operations,region_17,Bachelor's,m,other,1,37,4,10,8,No,Low,89000,Yes,35,4,Yes,No
28814,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,49,4,17,9,Yes,Low,23000,No,23,4,Yes,Yes
45030,Operations,region_2,Below Secondary,m,other,1,23,,1,7,No,Low,45000,No,35,5,No,No
55006,Sales & Marketing,region_10,Master's & above,m,sourcing,1,40,3,6,8,No,High,39000,No,30,3,No,No
49246,Sales & Marketing,region_2,,m,sourcing,1,31,3,4,9,No,High,40000,No,25,3,Yes,No
3293,Technology,region_7,Bachelor's,m,sourcing,1,32,4,6,7,Yes,High,45000,No,20,4,Yes,No
30882,HR,region_22,Bachelor's,f,referred,1,29,3,4,8,Yes,High,56000,Yes,28,5,Yes,Yes
77037,Operations,region_12,Bachelor's,m,sourcing,1,28,,1,9,Yes,High,34000,No,30,4,Yes,Yes
26135,Technology,region_5,Bachelor's,m,other,1,24,3,2,7,Yes,Low,45000,Yes,34,3,Yes,Yes
